question_id,title,proposed_target_version,confiance,raisonnement,error
382,What is the main advantage of using quotation templates in Odoo?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4LzZteGgcWGhx2t3Qm'}"
384,"When you configure a product’s invoicing policy to 'Based on Milestones,' how does the delivered quantity on the sales order behave?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4PfJqsUPXJWXeQndrv'}"
387,"If a salesperson forgets to assign a Quotation Template when creating a new quotation but still sets a Default Quotation Validity in the Sales app settings, what will happen to the Expiration Date field in the quotation?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4SfDyMdbt1VgC1FwL4'}"
388,"In Odoo, if the Invoicing Policy of a product is set to On ordered quantities, what happens if the vendor delivers fewer products than ordered but still sends a bill for the full ordered quantity?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4SczmhNWjALHG1s85u'}"
389,"In Odoo, if the Online Payment checkbox is enabled with 100% prepayment, but the Online Signature option is disabled, what will happen when the customer tries to confirm the quotation?  The Sales section of the Other Info tab of a quotation form in Odoo Sales.",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4UYh7rWvuDLtFUAf3p'}"
391,"If a customer is assigned a specific Fiscal Position with tax rules different from the default, what happens when ""Update Taxes"" is clicked?  The Invoicing section of the Other Info tab of a quotation form in Odoo Sales.",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4VoUPztBGqDMvKKNeG'}"
392,"If a quotation is linked to a marketing Campaign via the Tracking section, but the Source Document is left blank, what impact does it have on sales tracking in Odoo?",both,moyenne,"La question porte sur le comportement du champ 'Source Document' dans la section Tracking d'un devis, une fonctionnalité CRM/Sales standard présente dans les deux versions. Les documents fournis ne mentionnent pas explicitement cette section ni de changement entre v18 et v19 à ce sujet. Le comportement décrit (Campaign trackée sans lien vers un document) est cohérent avec le fonctionnement général d'Odoo dans les deux versions.",
393,"When a quotation is Confirmed and the Lock Confirmed Sales setting is enabled, what becomes restricted in Odoo?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4XiihyFx3ne3AHJ8Lk'}"
394,"If you create a new quotation template but leave the Quotation Validity field as ""0"", what will be the result?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4ZW6V6CdLZzdkMBZTw'}"
395,"If both Online Signature and Online Payment are enabled on a quotation template, what must the customer do to confirm the order?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4ZYWMBa4qNHubmKLYg'}"
397,"In Odoo, what is the unique capability of the Mass Cancel Quotations/Sales Orders feature?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4aiinc5oYdfGecPtQh'}"
398,Which of the following signature options in Odoo allows a customer to upload a previously-created signature file instead of generating or drawing a new one?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4bYXPikdjF9NkNzHtr'}"
399,"If a quotation template is configured with “Quotation expires after 45 days”, which of the following is TRUE?  The quotation expires after field on a quotation template form in Odoo Sales.",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB69KXJsKDJHF4tzciuw'}"
401,How can you prevent the creation or the modification of journal entries up to a specific accounting date?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB69JDgPYB7qBuggEmAc'}"
402,Which of the following depreciation methods does NOT exist in Odoo?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6A1EkYSPEKhfhKfXdq'}"
403,What kind of actions can you define when using the payment follow-up levels?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6AYqHdwWLa5Jj1wzYM'}"
404,What does it mean when a line item in the 'Match Existing Entries' section of the bank reconciliation screen is highlighted in blue?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6BGGANtk3mqZy8mHdd'}"
405,How are total tax amounts rounded on an invoice?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6BvdVAmAfx3PscgG3q'}"
407,How can the reference of a journal entry be changed?,both,moyenne,"La documentation v18 et v19 fournie est identique sur ce sujet et ne mentionne pas explicitement la fonctionnalité 'Editable settings' pour changer la référence d'une écriture comptable. La réponse correcte fait référence à un comportement Odoo qui semble stable entre les deux versions. En l'absence de différence documentée entre v18 et v19 sur ce point, on classe 'both', mais avec confiance moyenne car la doc fournie ne confirme pas directement la réponse.",
409,What happens when you post a vendor bill with an accounting date in the previous fiscal period that has already been locked?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6Gp1krqZ6R2PTSrTLC'}"
410,The document's sequence becomes editable on all documents,both,basse,"La question et ses options semblent porter sur une fonctionnalité de lock date ou de séquence éditable sur tous les documents, potentiellement liée à une option de configuration comptable. Les documents fournis (v18 et v19) sont identiques sur ce sujet et ne contiennent pas d'information directe sur ces trois options combinées. La réponse 'All of the above' suggère un contexte de formation général qui s'applique de manière identique dans les deux versions.",
412,How can the total be spelled out in words on invoices?,both,moyenne,"La fonctionnalité 'Total amount of invoice in letters' dans les paramètres Accounting est une option bien établie dans Odoo qui existe depuis plusieurs versions. Les chunks de documentation disponibles ne mentionnent pas de changement de cette fonctionnalité entre v18 et v19, suggérant qu'elle reste identique dans les deux versions. En l'absence de preuve d'un changement, on classe 'both', mais avec confiance moyenne car la documentation fournie ne couvre pas directement cette fonctionnalité.",
413,"Using the 'Average Cost' (AVCO) costing method, will the unit cost of a product change when you deliver products?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6JdkgDMBzJBKDuGzBj'}"
414,"You configure a product to calculate its cost on a 'Standard Price' basis, and you currently have 8 units of it in stock, with a cost of $100/unit. If you were to purchase and receive 2 more units at a price of $10/unit, what will your new cost be?",,,,pas de bonne réponse is_correct
415,"What will the scheduled purchase order date be if you validate a sales order on October 25th with a MTO route, with a 'Customer Lead Time' set to 10 Days and 'Vendor Lead Time' set to 6 Days?",both,moyenne,"La logique de calcul des dates avec MTO, Customer Lead Time et Vendor Lead Time est un comportement fondamental d'Odoo présent dans les deux versions. La réponse (October 29th = Oct 25 + 10 days customer lead time - 6 days vendor lead time + 6 days vendor lead time, soit la date de commande fournisseur = Oct 25 + quelques jours) suit une logique de lead times standard. Aucune des documentations v18/v19 ne montre de changement dans ce calcul, et les concepts restent identiques dans les deux versions.",
416,What does setting a product's 'Control Policy' to 'On ordered quantities' do?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6Lbt81vfNuzHB5JaLo'}"
417,Is a receipt automatically created when an RFQ is confirmed?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6MPXFf6HgorHTZiAhj'}"
418,"Using the 'Average Cost' costing method, will the cost in the product form change when you receive products?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6N4Uo7tTR1YFDYU9yP'}"
420,A product has a purchase lead time of 15 days and there is a purchase security lead time of 5 days. What will be the scheduled date for the receipt of a purchase order confirmed today?,18.0,moyenne,"La documentation v18 indique explicitement que la Purchase Security Lead Time n'impacte PAS directement les dates sur le RFQ/PO ('None on the RFQ/PO; adds buffer days in the JIT forecast window'), ce qui contredirait la réponse 'Today +20 days'. Cependant, l'ancienne logique (avant cette clarification v18) était que le délai fournisseur + sécurité = date de réception. La question semble basée sur une compréhension classique où purchase lead time (15j) + security lead time (5j) = 20 jours, ce qui correspond à l'ancien comportement. La documentation v18 ayant clarifié ce comportement, cette question pourrait ne plus être valide en v18 ou v19 selon la même logique, mais en l'absence de doc v19 spécifique sur ce point, je classe en v18 par prudence.",
422,What does setting a product’s “Control Policy” to “On received quantities” do?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6Ppn6QydGExfHZ8TTK'}"
423,Where do you define the vendor delivery lead time?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6R1cjipLfwzxGD7zYR'}"
425,What does setting a product’s “Control Policy” to “On ordered quantities” do?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6RnTW6kDrMCnUHJ5jD'}"
428,"What billing status will a purchase order have when the ordered product’s bill control policy is set to “received quantities,” and you haven’t received any product yet?",18.0,moyenne,"La documentation v18 contient explicitement le tableau des 'Billing Status' avec la valeur 'Nothing to Bill' pour 'On received quantities' quand le PO est confirmé sans produits reçus. La documentation v19 ne mentionne plus ce tableau de Billing Status dans la page control_bills, suggérant que ce champ ou comportement a été modifié ou supprimé en v19.",
430,"Can you create alternative requests for quotation (RFQs) for multiple vendors, with the same products, to find the best price?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6UjrK9ABA6zi7hes7c'}"
432,How can you configure a progressive depreciation of assets?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4dTQ8UmJmUDhbM94mX'}"
434,Which journal types can we specifically lock when setting lock dates?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4eWqXRMWKBkMpd1utY'}"
435,In which format can you NOT import your bank statements in Odoo?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4f47i1FHeVfPc1x9UF'}"
436,How are follow-up actions triggered?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4fV8cR9hf2yWidGUJ1'}"
438,What happens when you try to confirm a bill with a bill date before the Lock Tax Return date?,both,moyenne,"La documentation v18 mentionne que pour le 'Lock Everything' date, le système ajuste automatiquement la date comptable au jour suivant la date de verrouillage. Le comportement spécifique au 'Lock Tax Return' date (ajuster à la fin du mois suivant) est une fonctionnalité connue d'Odoo Accounting présente dans les deux versions, mais les chunks fournis ne le documentent pas explicitement pour les deux versions. Ce comportement fiscal semble stable entre v18 et v19, sans indication de changement.",
439,What information can you define on a partner record?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4i6b7uU7cwZZ1uU8Tq'}"
440,How can you automatically generate invoices in one company from bills in another?,both,moyenne,"La question porte sur la génération automatique de factures inter-compagnies, un comportement lié à la fonctionnalité d'intercompany transactions d'Odoo. La documentation fournie (v18 et v19) ne couvre pas directement ce sujet, mais la réponse correcte (les invoices peuvent générer des bills automatiquement, mais pas l'inverse) est un comportement stable présent dans les deux versions. Aucun changement de comportement inter-compagnies n'est signalé entre v18 et v19.",
441,How can you set a lock date for only vendor bills?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4jw1xfEkLhudbP147c'}"
442,How can you include a spelled-out invoice total on an invoice report?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4kP4dAJX6qD9QDhSya'}"
443,"When validating a customer invoice containing two lines with identical accounts and taxes, how many entries will be created in the journal?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4mHMMgPAvTxNt45Aws'}"
444,What triggers follow-up actions for overdue invoices in Odoo?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4mvfBrRBJUg8bG5uez'}"
445,Which format is not supported for importing bank statements into Odoo?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4ngVfxJZCrT7e9Be2d'}"
446,How can you display the invoice total in words on an invoice report in Odoo?,both,moyenne,"La fonctionnalité 'Total amount in letters' dans les paramètres de Comptabilité est une fonctionnalité standard d'Odoo présente depuis de nombreuses versions. Les documents fournis ne mentionnent pas de changement dans cette option entre v18 et v19, et il s'agit d'un paramètre fondamental de comptabilité qui n'a pas évolué entre ces versions.",
